d,license_number,license_status,license_status_date,license_term,license_type,license_designation,issue_date,expiration_date,licensing_authority_id,licensing_authority,business_legal_name,business_dba_name,business_image_url,business_owner_name,business_structure,business_website,activity,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,business_email,business_phone,parcel_number,premise_latitude,premise_longitude,data_refreshed_date
,DAAA-EKDR-HQ0D,,,,Dispensary,,,5/22/2024,,,Diamond Ventures Inc.,Nirvana Cannabis Dispensary II,,,,,,,TULSA,,Tulsa,,,,,,,
,PAAA-IQQS-CJXM,,,,Processor,,,11/17/2023,,,"Festival Farms, LLC",Stone Grown Processing,,,,,,,VIAN,,Sequoyah,,,,,,,
,GAAA-VYGZ-LL8G,,,,Grower,,,10/24/2023,,,Puraverde AG LLC,Puraverde AG,,,,,,,BROKEN ARROW,,Tulsa,,,,,,,
,TAAA-YJIB-52V5,,,,Transporter,,,10/16/2023,,,"Vixen Distribution, LLC","Vixen Distribution, LLC",,,,,,,Newcastle,,McClain,,,,,35.2587,-97.6006,
,GAAA-MER6-OLEE,,,,Grower,,,4/21/2023,,,Rio Verde Premium Cannabis LLC,Rio Verde Premium Cannabis,,,,,,,SEMINOLE,,Seminole,,,,,,,
,PAAA-XYZT-KRNI,,,,Processor,,,7/19/2023,,,"Lotus Management Group, LLC",Lotus Management Group,,,,,,,Wayne,,McClain,,,,,34.9105,-97.3459,
,PAAA-VCTG-DAFB,,,,Processor,,,12/6/2022,,,DDLQ LLC,DDLQ LLC,,,,,,,MARAMEC,,Pawnee,,,,,,,
,GAAA-66Y2-MKQQ,,,,Grower,,,5/9/2023,,,Manshun Trading Corp,Manshun Trading Corp,,,,,,,FAIRMONT,,Garfield,,,,,,,
,GAAA-IDFZ-LXCU,,,,Grower,,,10/13/2023,,,Tree House 888 LLC,Tree House 888 LLC,,,,,,,ELK CITY,,Beckham,,,,,,,
,GAAA-OGF0-2TD7,,,,Grower,,,6/21/2023,,,Qi Lin LLC,Qi Lin LLC,,,,,,,CLINTON,,Custer,,,,,,,
,GAAA-E1O5-FWDD,,,,Grower,,,11/8/2023,,,"Sewn Genetics, LLC",Resonant Cultivation,,,,,,,Pauls Valley,,Garvin,,,,,34.7602,-97.204,
,GAAA-XJ1R-JAZF,,,,Grower,,,10/17/2023,,,Greenline Garden LLC,Greenline Garden LLC,,,,,,,LOCUST GROVE,,Mayes,,,,,,,
,PAAA-NJG6-ZBMH,,,,Processor,,,12/25/2023,,,Scissortail Seed Company,Scissortail Seed Company,,,,,,,EDMOND,,Logan,,,,,,,
,GAAA-BRHE-GRXH,,,,Grower,,,2/2/2023,,,CGS Farms LLC,CGS Farms LLC,,,,,,,MCLOUD,,Cleveland,,,,,,,
,GAAA-4KAP-MKTT,,,,Grower,,,10/4/2023,,,Planta LLC.,Planta LLC.,,,,,,,NORMAN,,Cleveland,,,,,,,
,GAAA-Q4BJ-3HXV,,,,Grower,,,10/6/2023,,,"Kaw Green, LLC","Kaw Green, LLC",,,,,,,KAW CITY,,Kay,,,,,,,
,GAAA-LZRE-4FBA,,,,Grower,,,3/13/2024,,,BC Farmstead LLC,BC Farms 1010,,,,,,,Hobart,,Kiowa,,,,,35.0076,-99.0612,
,GAAA-E1G9-XFNV,,,,Grower,,,12/19/2023,,,Elite Global solutions LLC,Elite Global Solutions LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-EJVQ-PNQB,,,,Processor,,,5/4/2024,,,Hazy Extracts LLC,Hazy Extracts LLC,,,,,,,Blanchard,,McClain,,,,,35.1131,-97.6212,
,GAAA-VKIV-GBFR,,,,Grower,,,2/1/2024,,,The Vibe OK LLC,The Vibe OK LLC,,,,,,,EDMOND,,Oklahoma,,,,,,,
,GAAA-Z9AE-6CE8,,,,Grower,,,3/2/2024,,,Jose Varela,BUDDHA BRODDAHS,,,,,,,WELLSTON,,Lincoln,,,,,,,
,GAAA-HTKU-FTBN,,,,Grower,,,8/25/2023,,,ALAUNUS FARM LLC,ALAUNUS FARM LLC,,,,,,,SHADY POINT,,Le Flore,,,,,,,
,GAAA-VYZZ-HRXV,,,,Grower,,,9/26/2023,,,Vector Capital LLC,Vector Capital LLC,,,,,,,LUTHER,,Oklahoma,,,,,,,
,DAAA-VJ91-U1W8,,,,Dispensary,,,2/8/2024,,,"U S Green, LLC","U S Green, LLC",,,,,,,NOBLE,,Cleveland,,,,,,,
,GAAA-VYWT-IMNP,,,,Grower,,,8/23/2023,,,Earth Quality Products LLC,Earth Quality Products LLC,,,,,,,CARTWRIGHT,,Bryan,,,,,,,
,GAAA-ORMO-3MNR,,,,Grower,,,10/20/2023,,,PLANT TEAM OF FOUR OK LLC,PLANT TEAM OF FOUR OK LLC,,,,,,,SAND SPRINGS,,Tulsa,,,,,,,
,GAAA-8YPA-AVAQ,,,,Grower,,,10/27/2023,,,"Green Craft Organics, LLC",Green Craft Organics,,,,,,,WYANDOTTE,,Ottawa,,,,,,,
,GAAA-AGOQ-LCOH,,,,Grower,,,11/22/2023,,,"Geo Grow, LLC","Geo Grow, LLC",,,,,,,DRUMRIGHT,,Creek,,,,,,,
,GAAA-HBQZ-UGRJ,,,,Grower,,,5/24/2023,,,Green Cultivation LLC,Green Cultivation LLC,,,,,,,JAY,,Delaware,,,,,,,
,PAAA-NJRV-UT2S,,,,Processor,,,5/16/2024,,,FOL Industries LLC,Flower Of Life Processing,,,,,,,Moore,,Cleveland,,,,,,,
,GAAA-EKNT-97TN,,,,Grower,,,11/7/2023,,,"God's Property, LLC","GP Medicinal Research, LLC",,,,,,,MOUNDS,,Tulsa,,,,,,,
,GAAA-DUUF-APRL,,,,Grower,,,6/27/2023,,,GREEN GEMS INC,GREEN GEMS INC,,,,,,,WASHINGTON,,McClain,,,,,,,
,PAAA-TIZ1-YZKI,,,,Processor,,,10/2/2023,,,Perkins Ventures LLC,Jane Extracts,,,,,,,MOORE,,Cleveland,,,,,,,
,GAAA-J8QC-IC4O,,,,Grower,,,10/19/2022,,,Hangin Grow LLC,Hangin Grow LLC,,,,,,,NORMAN,,Cleveland,,,,,,,
,GAAA-EJSA-EWKI,,,,Grower,,,9/29/2023,,,"Guo Green, LLC","Guo Green, LLC",,,,,,,COMANCHE,,Stephens,,,,,,,
,GAAA-V16O-CYF7,,,,Grower,,,10/31/2023,,,Hippy Solutions LLC,Hippy Solutions LLC,,,,,,,CHICKASHA,,Grady,,,,,,,
,GAAA-RDII-PBBP,,,,Grower,,,11/3/2023,,,Christopher Mcdade,Crescent Canna Farms,,,,,,,Crescent,,Logan,,,,,35.9662,-97.5821,
,GAAA-VZP1-MSPA,,,,Grower,,,7/27/2023,,,"BML, LLC","BML, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-EJ1O-MILF,,,,Grower,,,11/2/2022,,,"Canoke Industries, LLC",Canoke industries LLC,,,,,,,LAMONT,,Grant,,,,,,,
,PAAA-EKWL-XQTX,,,,Processor,,,10/31/2023,,,Hippy Solutions LLC,Hippy Solutions LLC,,,,,,,CHICKASHA,,Grady,,,,,,,
,GAAA-UKOD-ZZZM,,,,Grower,,,11/17/2023,,,"Selfless Devotion, LLC","Selfless Devotion, LLC",,,,,,,Wynnewood,,Garvin,,,,,34.5937,-97.204,
,GAAA-VKCF-UC7V,,,,Grower,,,8/23/2023,,,"Double ""D"" Dragon Enterprises, Inc","Double ""D"" Dragon Enterprises, Inc.",,,,,,,Harrah,,Oklahoma,,,,,35.4935,-97.1417,
,GAAA-DQQ2-XDQM,,,,Grower,,,9/25/2023,,,"An Wen, Inc","An Wen, Inc",,,,,,,BOYNTON,,Muskogee,,,,,,,
,GAAA-N6XB-4DHL,,,,Grower,,,2/1/2024,,,"Friendly Fire Farms, LLC",Friendly Fire Farms,,,,,,,Marietta,,Love,,,,,33.9562,-97.1076,
,GAAA-QGNS-LXKX,,,,Grower,,,5/5/2023,,,Duan Dau Dream Farm LLC,Duan Dau Dream Farm LLC,,,,,,,INDIANOLA,,Pittsburg,,,,,,,
,GAAA-QYK5-ILUX,,,,Grower,,,3/22/2024,,,"Diamond Bloomers, LLC","Diamond Bloomers, LLC",,,,,,,STIGLER,,Haskell,,,,,,,
,GAAA-VKG2-GSVT,,,,Grower,,,10/6/2023,,,Darren Scott Barnes,Kronik Acvaponica,,,,,,,Gore,,Sequoyah,,,,,35.533,-95.0887,
,PAAA-V18S-0YFK,,,,Processor,,,8/15/2023,,,"HCG Labs, LLC","HCG Labs, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-WZF4-LAGF,,,,Grower,,,11/23/2023,,,Wayne E. Wood Jr.,Kiowa Cannabus,,,,,,,Eldorado,,Harmon,,,,,34.4544,-99.598,
,GAAA-SJLR-CZRJ,,,,Grower,,,4/21/2024,,,VKSY LLC,VKSY LLC,,,,,,,STRANG,,Mayes,,,,,,,
,GAAA-VYQV-YDVR,,,,Grower,,,5/8/2023,,,Hay Buddy Farms LLC,Hay Buddy Farms,,,,,,,GUTHRIE,,Logan,,,,,,,
,GAAA-CLE3-HUJJ,,,,Grower,,,1/8/2024,,,Blackwater Station LLC,Blackwater Station,,,,,,,CARNEGIE,,Caddo,,,,,,,
,DAAA-E11D-XZVX,,,,Dispensary,,,3/15/2024,,,"The Green Door Dispensary, LLC","The Green Door Dispensary, LLC",,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,GAAA-FMXJ-EXOH,,,,Grower,,,7/27/2023,,,Rex's Remedies LLC,Rex's,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-EJ1C-B2CS,,,,Grower,,,10/26/2023,,,"TAS, INC.",Oblivion Cannabis Co.,,,,,,,KONAWA,,Seminole,,,,,,,
,GAAA-GWFA-UDIU,,,,Grower,,,3/13/2024,,,THE GRIN REAPER FARM'S LLC,THE GRIN REAPER FARM'S LLC,,,,,,,DEPEW,,Creek,,,,,,,
,GAAA-LQGJ-0ZWJ,,,,Grower,,,11/6/2022,,,RX STUDIOS LLC,Rx Studios LLC,,,,,,,MULDROW,,Sequoyah,,,,,,,
,GAAA-UV7A-07PF,,,,Grower,,,9/19/2022,,,1st Eagle Farm LLC,1st Eagle Farm,,,,,,,GRANT,,Choctaw,,,,,,,
,GAAA-JKXD-NZTJ,,,,Grower,,,11/27/2022,,,Rachel Green LLC,Rachel Green,,,,,,,ADA,,Kingfisher,,,,,,,
,DAAA-WWS1-WW1N,,,,Dispensary,,,4/18/2024,,,Dragon Lily Dispensary LLC,Dragon Lily Dispensary LLC,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-VKPW-GOQT,,,,Grower,,,3/14/2024,,,Joe Alan Collins,Collins Farms,,,,,,,MANGUM,,Greer,,,,,,,
,GAAA-NJKA-J6DV,,,,Grower,,,12/27/2023,,,Fire Mountain Farms LLC,Fire Mountain Farms LLC,,,,,,,CLAREMORE,,Rogers,,,,,,,
,GAAA-ECNS-ZZY5,,,,Grower,,,4/21/2023,,,Amusibles Oklahoma LLC,Amusibles Oklahoma LLC,,,,,,,STILLWATER,,Payne,,,,,,,
,DAAA-EJMU-SECB,,,,Dispensary,,,2/17/2024,,,Sugar Shack So Cal LLC,Sugar Shack So Cal LLC,,,,,,,LAWTON,,Comanche,,,,,,,
,PAAA-NJ2L-03NH,,,,Processor,,,4/26/2024,,,Sooner Extracts LLC,Sooner Extracts LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-EYRY-VHUD,,,,Processor,,,7/11/2023,,,"Lone Wolfe Ventures, LLC","Lone Wolfe Ventures, LLC",,,,,,,EDMOND,,Oklahoma,,,,,,,
,PAAA-NYJZ-TMC3,,,,Processor,,,2/7/2024,,,Harper Creek Farms LLC,Harper Creek Farms LLC,,,,,,,PAWNEE,,Pawnee,,,,,,,
,GAAA-AM31-1ARW,,,,Grower,,,3/14/2024,,,Good Earth 888 LLC,Good earth 888,,,,,,,MARLOW,,Stephens,,,,,,,
,GAAA-MALA-NYFR,,,,Grower,,,2/8/2024,,,Emanivong Family Investments LLC,Sabaidee Farm,,,,,,,EARLSBORO,,Seminole,,,,,,,
,PAAA-H0IA-9GMN,,,,Processor,,,3/14/2024,,,"Big Dog Cannabis Company, LLC","Big Dog Cannabis Company, LLC",,,,,,,Pauls Valley,,Garvin,,,,,34.7602,-97.204,
,GAAA-HQCP-PLPU,,,,Grower,,,2/17/2023,,,"Okali, LLC",Okali,,,,,,,Watonga,,Blaine,,,,,35.8873,-98.4215,
,PAAA-4JZ4-X1KB,,,,Processor,,,11/9/2023,,,"HMP Enterprises, LLC","Happy Hour, SOAR Cannabis Co, HMP Processing",,,,,,,Yukon,,Canadian,,,,,35.5068,-97.7625,
,GAAA-EY7Q-1VUF,,,,Grower,,,1/8/2024,,,"Springbrook Nursery, LLC",Springbrook Nursery,,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,GAAA-HDX4-YUIR,,,,Grower,,,10/16/2023,,,Grn Green LLC,GRN Green,,,,,,,OKEMAH,,Okfuskee,,,,,,,
,GAAA-NJ0Y-FMKP,,,,Grower,,,1/3/2024,,,Screen of Green Farms LLC,Screen of Green Farms LLC,,,,,,,BLANCHARD,,Grady,,,,,,,
,GAAA-2PS0-UOWI,,,,Grower,,,6/20/2023,,,Silkworm Cultivation Inc,Silkworm Cultivation Inc,,,,,,,SEMINOLE,,Seminole,,,,,,,
,GAAA-VK9S-PPJL,,,,Grower,,,11/3/2023,,,Green and Yellow LLC,Green and Yellow LLC,,,,,,,Elmore City,,Garvin,,,,,34.6157,-97.4053,
,DAAA-N1ET-BJ3D,,,,Dispensary,,,2/17/2024,,,Dimebag LLC,Green Flower Dispensary,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-8IOF-JTVD,,,,Grower,,,12/13/2023,,,Huggybearz LLC,Huggybearz LLC,,,,,,,VINITA,,Mayes,,,,,,,
,GAAA-SUR5-I7VN,,,,Grower,,,1/10/2023,,,101 SE GREEN LLC,101 SE GREEN LLC,,,,,,,WELEETKA,,Okfuskee,,,,,,,
,GAAA-CMLK-DYUH,,,,Grower,,,11/7/2023,,,"HARMONY BLOOMS, LLC",HARMONY BLOOMS,,,,,,,CLEVELAND,,Pawnee,,,,,,,
,GAAA-1HTA-4ATW,,,,Grower,,,11/8/2023,,,SOULGROW LLC,SOULGROW,,,,,,,NORMAN,,Cleveland,,,,,,,
,PAAA-FDOC-ROJX,,,,Processor,,,8/15/2023,,,"NewClei, llc",NewClei,,,,,,,MCALESTER,,Pittsburg,,,,,,,
,GAAA-ZGVX-6WK5,,,,Grower,,,9/26/2023,,,"Jewell Of The Earth, LLC",Jewell Of The Earth,,,,,,,MANNFORD,,Creek,,,,,,,
,GAAA-5NMX-ZCGB,,,,Grower,,,6/15/2023,,,Elevated Standards LLC,Elevated Standards LLC,,,,,,,HUGO,,Choctaw,,,,,,,
,GAAA-E1ER-R77U,,,,Grower,,,9/15/2023,,,PHASE 3 PHARMS LLC,PHASE 3 PHARMS LLC,,,,,,,KEOTA,,Haskell,,,,,,,
,GAAA-I42O-I4MD,,,,Grower,,,11/27/2023,,,Quality Buds Cannabis LLC,Quality Green Flower,,,,,,,CANUTE,,Washita,,,,,,,
,GAAA-N1TC-ZXW9,,,,Grower,,,3/10/2023,,,Funny Farms Processing LLC,FUNNY FARM,,,,,,,BLANCHARD,,Grady,,,,,,,
,GAAA-SGVR-2QY6,,,,Grower,,,4/26/2024,,,"Green Moon Cannabis Farm, LLC","Green Moon Cannabis Farm, LLC",,,,,,,PURCELL,,McClain,,,,,,,
,GAAA-E1JG-DZLU,,,,Grower,,,10/20/2023,,,"Nana's Nursery, LLC",Nana's Nursery,,,,,,,AFTON,,Ottawa,,,,,,,
,GAAA-4JGC-40NG,,,,Grower,,,8/31/2023,,,Top Shelf Growers Inc,Top Shelf Growers Inc,,,,,,,PRYOR,,Mayes,,,,,,,
,GAAA-BKLR-LEBX,,,,Grower,,,2/1/2024,,,"C3 Quantum Genetics, LLC","C3 Quantum Genetics, LLC",,,,,,,BLANCHARD,,Grady,,,,,,,
,GAAA-MOSI-YYSR,,,,Grower,,,5/24/2024,,,43718 Ventures LLC,43718 Ventures,,,,,,,WOODWARD,,Woodward,,,,,,,
,GAAA-RC23-3CJ9,,,,Grower,,,12/7/2022,,,Zhu Green LLC,Zhu Green LLC,,,,,,,CLEVELAND,,Pawnee,,,,,,,
,GAAA-VKNK-AOJU,,,,Grower,,,3/29/2024,,,"The Grasslands Cannabis Dispensary, LLC",Fun Factory Farms,,,,,,,Seminole,,Seminole,,,,,35.2245,-96.6706,
,GAAA-QEG6-EEOD,,,,Grower,,,1/11/2024,,,Green Thumb Shawty LLC,Green Thumb Shawty LLc,,,,,,,WELLSTON,,Lincoln,,,,,,,
,GAAA-TASR-5AJZ,,,,Grower,,,10/31/2023,,,"Light Green Grower, LLC","Light Green Grower, LLC",,,,,,,PADEN,,Okfuskee,,,,,,,
,PAAA-4XEH-RFKK,,,,Processor,,,6/28/2023,,,"Tokies Enterprises, LLC",Tokies Enterprises LLC,,,,,,,Norman,,Cleveland,,,,,35.2227,-97.4395,
,GAAA-JUDQ-BGVJ,,,,Grower,,,3/13/2023,,,White Fields Holdings co LLC,White Fields Holdings co LLC,,,,,,,Sawyer,,Choctaw,,,,,34.0299,-95.3478,
,GAAA-OO3W-TRVI,,,,Grower,,,9/18/2023,,,"Z Brand, LLC","Z Brand, LLC",,,,,,,Wanette,,Pottawatomie,,,,,34.9983,-97.0357,
,GAAA-NTNU-FOKZ,,,,Grower,,,8/2/2023,,,JXK FARM LLC,JXK FARM LLC,,,,,,,ERICK,,Beckham,,,,,,,
,PAAA-N1YN-3F1L,,,,Processor,,,10/4/2023,,,"NKO Processing, LLC",NK Processing,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-N1HY-EPLX,,,,Grower,,,9/26/2023,,,Red River Kush LLC,The Dope Dealers,,,,,,,CARTWRIGHT,,Bryan,,,,,,,
,GAAA-YD0G-IOLN,,,,Grower,,,8/28/2023,,,LD GREEN II LLC,LD GREEN II LLC,,,,,,,MEEKER,,Lincoln,,,,,,,
,GAAA-ZLBW-TTBW,,,,Grower,,,10/17/2023,,,"Mustang Cannabis Enterprise, LLC","Mustang Cannabis Enterprise, LLC",,,,,,,Mustang,,Canadian,,,,,35.3779,-97.7511,
,GAAA-WL4N-IF5X,,,,Grower,,,8/30/2023,,,"Ogre Village, LLC",Ogre Village,,,,,,,Watts,,Adair,,,,,36.1098,-94.6713,
,GAAA-E18E-MZRV,,,,Grower,,,6/21/2023,,,"Wight Rabbit Extracts, LLP",Wight Rabbit Extracts,,,,,,,BROKEN ARROW,,Tulsa,,,,,,,
,GAAA-NYA4-EL7R,,,,Grower,,,5/18/2023,,,"Green Beard Gardens, LLC",Green Beard Gardens,,,,,,,VINITA,,Craig,,,,,,,
,GAAA-WUMW-MF9T,,,,Grower,,,5/19/2023,,,Blia and Kathy LLC,Blia and Kathy LLC,,,,,,,OKTAHA,,Muskogee,,,,,,,
,GAAA-VK3U-UXY8,,,,Grower,,,4/17/2023,,,MediCann-OK Extracts LLC,MediCann-OK Extracts LLC,,,,,,,ARCADIA,,Oklahoma,,,,,,,
,PAAA-ZHKJ-J5C2,,,,Processor,,,6/9/2024,,,"Three Hombres Cannabis, LLC",The Honest Cannabis Co.,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,DAAA-57AC-7JWU,,,,Dispensary,,,3/13/2024,,,eph market place llc,eph market place llc,,,,,,,ARDMORE,,Carter,,,,,,,
,GAAA-5TEH-FB3K,,,,Grower,,,5/11/2024,,,Wichita Brands LLC,Wichita Brands LLC,,,,,,,Lawton,,Comanche,,,,,34.5638,-98.2821,
,GAAA-4JMY-VPA4,,,,Grower,,,4/21/2024,,,MKL INDUSTRIES LLC,MKL INDUSTRIES LLC,,,,,,,TAHLEQUAH,,Cherokee,,,,,,,
,GAAA-NKCN-NGMZ,,,,Grower,,,4/20/2022,,,Happy Hemp Pharms Co.,Happy Hemp Pharms,,,,,,,DURANT,,Bryan,,,,,,,
,GAAA-1XU5-XSKJ,,,,Grower,,,9/12/2023,,,Merry Land Farms LLC,Merry Land Farms LLC,,,,,,,Lindsay,,Garvin,,,,,34.8046,-97.564,
,PAAA-EYBP-J02N,,,,Processor,,,12/4/2023,,,"Alliance Extracts, LLC",Alliance Extracts,,,,,,,TISHOMINGO,,Johnston,,,,,,,
,GAAA-4KAR-SFZL,,,,Grower,,,11/14/2023,,,"Maggie's Farm, LLC","Maggie's Farm, LLC",,,,,,,KEOTA,,Le Flore,,,,,,,
,PAAA-NYIN-5SXK,,,,Processor,,,9/18/2023,,,Sunday Extracts LLC,Sunday Extracts,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,GAAA-JDAB-XTPR,,,,Grower,,,12/18/2023,,,Lucky Dragon Cultivation Inc,Lucky Dragon Cultivation Inc,,,,,,,BIG CABIN,,Rogers,,,,,,,
,GAAA-DHCZ-NGBT,,,,Grower,,,7/18/2023,,,Thaisen LLC,Thaisen LLC,,,,,,,CAMERON,,Le Flore,,,,,,,
,GAAA-4J5B-PFVB,,,,Grower,,,1/1/2024,,,"John Creek Farms, LLC","John Creek Farms, LLC",,,,,,,Okarche,,Kingfisher,,,,,35.7991,-97.9406,
,PAAA-TZMK-ZU3X,,,,Processor,,,3/13/2024,,,Sugarhigh LLC,Sugarhigh LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-VYVE-ARF0,,,,Grower,,,9/29/2023,,,Sooner Roots llc,Sooner Roots,,,,,,,OKLAHOMA CITY,,Cleveland,,,,,,,
,DAAA-V13L-QBKL,,,,Dispensary,,,12/13/2023,,,Fume Ventures Inc.,Eden Cannabis Co. II,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-C3F7-US7A,,,,Grower,,,12/18/2023,,,Diamond Leaves LLC,Diamond Leaves,,,,,,,MUSKOGEE,,Muskogee,,,,,,,
,GAAA-FQDN-F7MW,,,,Grower,,,10/10/2023,,,Harpy Farms LLC,Harpy Farms,,,,,,,LOCUST GROVE,,Mayes,,,,,,,
,PAAA-NYZC-32JQ,,,,Processor,,,3/27/2024,,,JandA Supply Company LLC,Buffalo Head Cannabis,,,,,,,Caddo,,Bryan,,,,,34.1247,-96.2338,
,PAAA-NKRK-STMO,,,,Processor,,,1/13/2024,,,Loud City Extracts LLC,Loud City Extracts LLC,,,,,,,Edmond,,Oklahoma,,,,,35.6675,-97.496,
,PAAA-GLCQ-HEWD,,,,Processor,,,4/17/2023,,,Intercoastal River Holdings LLC,Intercoastal River Holdings LLC,,,,,,,BLANCHARD,,Grady,,,,,,,
,GAAA-EYIQ-0UN1,,,,Grower,,,7/4/2023,,,Taylor Agriculture Growth and Extractions Inc,Taylor Agriculture Growth and Extractions,,,,,,,DUNCAN,,Stephens,,,,,,,
,GAAA-YFWA-DWH9,,,,Grower,,,12/4/2023,,,Arnold's Land LLC,Arnold's Land,,,,,,,SPIRO,,Le Flore,,,,,,,
,GAAA-41HZ-NVDQ,,,,Grower,,,2/22/2023,,,Topnotch Herbal Care LLC,Topnotch Herbal Care,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-UQTU-0RQD,,,,Grower,,,10/30/2022,,,Natural Wonders Farm LLC,Natural Wonders Farm,,,,,,,MIAMI,,Ottawa,,,,,,,
,GAAA-3XAH-4V5X,,,,Grower,,,10/26/2023,,,"HOD, LLC",HOD LLC,,,,,,,GERONIMO,,Comanche,,,,,,,
,GAAA-DRB5-32FN,,,,Grower,,,10/11/2023,,,Danh L.L.C,Danh L.L.C,,,,,,,JENKS,,Tulsa,,,,,,,
,GAAA-4JSF-GXFP,,,,Grower,,,10/18/2023,,,"Cloud 9 Organics, LLC","Cloud 9 Organics, LLC",,,,,,,NORMAN,,Cleveland,,,,,,,
,GAAA-4GRK-2M0U,,,,Grower,,,2/1/2024,,,ML Growing LLC,ML Growing LLC,,,,,,,LAHOMA,,Garfield,,,,,,,
,GAAA-A21I-4YTS,,,,Grower,,,12/26/2023,,,genetics paradise llc,Genetics Paradise,,,,,,,DURANT,,Bryan,,,,,,,
,PAAA-HPN3-KVF1,,,,Processor,,,12/6/2023,,,"Loveco Farms, Inc.",Loveco Processing,,,,,,,MARIETTA,,Love,,,,,,,
,GAAA-VJ6I-KIXW,,,,Grower,,,9/22/2023,,,Iceberg Farm LLC,Iceberg Farm LLC,,,,,,,NEWKIRK,,Kay,,,,,,,
,DAAA-QPR8-RHZM,,,,Dispensary,,,9/15/2023,,,Weed-Mart LLC.,Weedmart Tenkiller State Park,,,,,,,VIAN,,Sequoyah,,,,,,,
,GAAA-N1VR-QYWD,,,,Grower,,,2/17/2024,,,Custom Cannabis LLC,Custom Cannabis LLC,,,,,,,OKMULGEE,,Okmulgee,,,,,,,
,GAAA-LQXK-CU8X,,,,Grower,,,4/18/2023,,,"C&P Land and Cattle, LLC","C&P Land and Cattle, LLC",,,,,,,Hinton,,Canadian,,,,,35.4641,-98.3512,
,DAAA-4YMD-88OG,,,,Dispensary,,,12/10/2023,,,Roland Natural Health LLC,Roland Natural Health,,,,,,,ROLAND,,Sequoyah,,,,,,,
,GAAA-EJWE-40IN,,,,Grower,,,12/8/2023,,,Third State LLC,Third State LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-Q7MF-2ZGO,,,,Grower,,,12/14/2023,,,"N2N Group Holdings, LLC","N2N Group Holdings, LLC",,,,,,,WESTVILLE,,Adair,,,,,,,
,GAAA-N11P-GLSE,,,,Grower,,,4/11/2023,,,American Remedy Hemp Company,TurtleLeaf Co,,,,,,,RINGLING,,Jefferson,,,,,,,
,GAAA-5CUQ-9JZN,,,,Grower,,,10/27/2023,,,"Vue Grow Farm, LLC","Vue Grow Farm, LLC",,,,,,,SPIRO,,Le Flore,,,,,,,
,GAAA-VJFZ-L7HQ,,,,Grower,,,2/1/2024,,,Roger Kent Thompson,BloomCraft Gardens,,,,,,,South Coffeyville,,Nowata,,,,,,,
,GAAA-RWNM-3SUP,,,,Grower,,,12/4/2023,,,Spring Fed Farms LLC,Spring Fed Farms,,,,,,,Thackerville,,Love,,,,,33.8166,-97.1019,
,GAAA-PAV8-9X0G,,,,Grower,,,7/18/2023,,,NBN Garden LLC,NBN Garden LLC,,,,,,,Seiling,,Dewey,,,,,36.0607,-98.8498,
,GAAA-8MXN-ZWLN,,,,Grower,,,10/25/2023,,,Jinshan LLC,Jinshan LLC,,,,,,,AGRA,,Lincoln,,,,,,,
,GAAA-GAD0-Y1EV,,,,Grower,,,11/3/2023,,,TQ Crops LLC,TQ Crops LLC,,,,,,,HARRAH,,Oklahoma,,,,,,,
,GAAA-9ZAP-PGQC,,,,Grower,,,12/9/2023,,,Stash Holdings LLC,Stash Holdings LLC,,,,,,,Waurwika,,Jefferson,,,,,,,
,GAAA-VJMH-WGZU,,,,Grower,,,4/11/2024,,,Lycan Products Inc.,Lycan Products Inc.,,,,,,,Broken Arrow,,Wagoner,,,,,35.9677,-95.815,
,GAAA-UV2G-UVS2,,,,Grower,,,3/29/2024,,,"BASMITH and MOPLUM, LLC.","BaSmith and MoPlum, LLC.",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-BINY-JC81,,,,Grower,,,11/21/2023,,,Nick Ericson,Nick Ericson,,,,,,,CORDELL,,Washita,,,,,,,
,GAAA-VOA9-2HX0,,,,Grower,,,12/4/2023,,,Shunfang OK LLC,Shunfang OK LLC,,,,,,,ANADARKO,,Caddo,,,,,,,
,DAAA-4KEV-ASIK,,,,Dispensary,,,3/18/2024,,,C&C Brothers LLC,Goldleaf Dispensary,,,,,,,WAYNOKA,,Woods,,,,,,,
